resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,race_name,race_date,round,circuitId,team_name,driverRef,dob,nationality,status,beat_teammate,age_at_race,is_race_win,is_finished,driver_exp,driver_cumwins,driver_win_rate,driver_cumfinishes,driver_finish_rate,quali_position,best_quali_time,num_pit_stops,total_pit_sec,sprint_position,sprint_points,champ_position,champ_points,champ_wins,team_position,team_points,wins,grid_advantage,age_advantage,quali_advantage,quali_time_advantage,quali_gap_pct,champ_pts_advantage,champ_pos_advantage,wins_advantage,pit_stop_advantage,pit_time_advantage,sprint_advantage,exp_advantage,win_rate_advantage,finish_rate_advantage,teammate_id,h2h_wins,h2h_races,h2h_win_rate,h2h_reliable,h2h_advantage,season_form,season_form_advantage,recent_form_5,circuit_form,recent_form_advantage,circuit_form_advantage
22712,934,813,208,13,14.0,,R,18,0.0,0,,,,0,,,4,2015,British Grand Prix,2015-07-05,9,9,Lotus F1,maldonado,1985-03-09,Venezuelan,Collision,0,30.321697467488022,0,0,27,0.0,0.0,14.0,0.5185185185185185,14.0,94.511,,,,,13.0,12.0,0,6.0,29.0,0,-2.0,-1.1060917180013696,-2.0,-0.08099999999998886,-0.08570430955125738,5.0,-3.0,0,,,,0,0.0,-0.5185185185185185,154,10.0,27.0,0.37037037037037035,1,0.2592592592592593,14.625,-4.125,13.6,17.0,-3.1999999999999993,-5.0
22707,934,833,209,98,20.0,12,12,12,0.0,49,,,26,15,1:42.324,207.259,13,2015,British Grand Prix,2015-07-05,9,9,Manor Marussia,merhi,1991-03-22,Spanish,+3 Laps,1,24.28747433264887,0,0,6,0.0,0.0,5.0,0.8333333333333334,20.0,99.37700000000001,2.0,65.358,,,19.0,0.0,0,10.0,0.0,0,-1.0,-0.2683093771389444,-1.0,-2.0130000000000052,-2.025619610171373,0.0,1.0,0,0.0,27.467,,1,0.0,-0.8333333333333334,829,2.0,6.0,0.3333333333333333,1,0.3333333333333333,16.5,0.16666666666666785,16.6,,0.3999999999999986,
22708,934,829,209,28,19.0,13,13,13,0.0,49,,,28,14,1:41.919,208.082,13,2015,British Grand Prix,2015-07-05,9,9,Manor Marussia,stevens,1991-06-28,British,+3 Laps,0,24.019164955509925,0,0,7,0.0,0.0,0.0,0.0,19.0,97.364,2.0,92.825,,,20.0,0.0,0,10.0,0.0,0,1.0,0.2683093771389444,1.0,2.0130000000000052,2.067499281048442,0.0,-1.0,0,0.0,-27.467,,-1,0.0,0.8333333333333334,833,4.0,6.0,0.6666666666666666,1,-0.3333333333333333,16.666666666666668,-0.16666666666666785,17.0,,-0.3999999999999986,
22705,934,4,1,14,17.0,10,10,10,1.0,51,,,30,12,1:38.883,214.471,11,2015,British Grand Prix,2015-07-05,9,9,McLaren,alonso,1981-07-29,Spanish,+1 Lap,1,33.93292265571527,0,0,26,0.0,0.0,8.0,0.3076923076923077,17.0,94.959,3.0,132.474,,,18.0,1.0,0,9.0,5.0,0,1.0,1.5249828884325751,1.0,0.24799999999999045,0.26116534504364036,3.0,-1.0,0,,,,1,0.0,0.06267806267806264,18,2.0,7.0,0.2857142857142857,1,0.4285714285714286,17.142857142857142,-1.8928571428571423,18.0,6.0,-2.0,-2.0
22713,934,18,1,22,18.0,,R,19,0.0,0,,,,0,,,4,2015,British Grand Prix,2015-07-05,9,9,McLaren,button,1980-01-19,British,Collision,0,35.45790554414784,0,0,27,0.0,0.0,10.0,0.37037037037037035,18.0,95.207,,,,,17.0,4.0,0,9.0,5.0,0,-1.0,-1.5249828884325751,-1.0,-0.24799999999999045,-0.26048504836828223,-3.0,1.0,0,,,,-1,0.0,-0.06267806267806264,4,5.0,7.0,0.7142857142857143,1,-0.4285714285714286,15.25,1.8928571428571423,16.0,4.0,2.0,2.0
22696,934,1,131,44,1.0,1,1,1,25.0,52,1:31:27.729,5487729,29,1,1:37.093,218.425,1,2015,British Grand Prix,2015-07-05,9,9,Mercedes,hamilton,1985-01-07,British,Finished,1,30.48870636550308,1,1,27,15.0,0.5555555555555556,25.0,0.9259259259259259,1.0,92.24799999999999,2.0,57.396,,,1.0,194.0,5,1.0,371.0,8,1.0,-0.4681724845995916,1.0,0.11299999999999955,0.12249588066949914,-17.0,1.0,-2,0.0,1.3900000000000006,,0,-0.2592592592592593,-0.2222222222222222,3,17.0,27.0,0.6296296296296297,1,-0.2592592592592593,1.625,0.25,1.8,1.0,-0.19999999999999996,17.0
22697,934,3,131,6,2.0,2,2,2,18.0,52,+10.956,5498685,24,2,1:37.403,217.73,1,2015,British Grand Prix,2015-07-05,9,9,Mercedes,rosberg,1985-06-27,German,Finished,0,30.02053388090349,0,1,27,8.0,0.2962962962962963,19.0,0.7037037037037037,2.0,92.36099999999999,2.0,58.786,,,2.0,177.0,3,1.0,371.0,8,-1.0,0.4681724845995916,-1.0,-0.11299999999999955,-0.1223460118448258,17.0,-1.0,2,0.0,-1.3900000000000006,,0,0.2592592592592593,0.2222222222222222,1,10.0,27.0,0.37037037037037035,1,0.2592592592592593,1.875,-0.25,1.6,18.0,0.19999999999999996,-17.0
22701,934,826,9,26,7.0,6,6,6,8.0,52,+63.955,5551684,28,7,1:37.910,216.603,1,2015,British Grand Prix,2015-07-05,9,9,Red Bull,kvyat,1994-04-26,Russian,Finished,1,21.190965092402465,0,1,27,0.0,0.0,25.0,0.9259259259259259,7.0,93.52000000000001,2.0,62.326,,,8.0,27.0,0,4.0,63.0,0,3.0,4.818617385352496,3.0,0.228999999999985,0.24486740804104465,9.0,-1.0,0,0.0,9.377999999999993,,0,0.1111111111111111,-0.8518518518518519,817,3.0,8.0,0.375,1,0.25,11.0,-2.75,8.8,9.0,-0.6000000000000014,-6.0
22710,934,817,9,3,10.0,,R,15,0.0,21,,,14,13,1:39.940,212.203,10,2015,British Grand Prix,2015-07-05,9,9,Red Bull,ricciardo,1989-07-01,Australian,Electrical,0,26.00958247775496,0,0,27,3.0,0.1111111111111111,2.0,0.07407407407407407,10.0,93.749,2.0,71.704,,,7.0,36.0,0,4.0,63.0,0,-3.0,-4.818617385352496,-3.0,-0.228999999999985,-0.2442692722055542,-9.0,1.0,0,0.0,-9.377999999999993,,0,-0.1111111111111111,0.8518518518518519,826,5.0,8.0,0.625,1,-0.25,8.25,2.75,8.2,3.0,0.6000000000000014,6.0
22706,934,828,15,9,15.0,11,11,11,0.0,51,,,31,8,1:38.131,216.115,11,2015,British Grand Prix,2015-07-05,9,9,Sauber,ericsson,1990-09-02,Swedish,+1 Lap,1,24.83778234086242,0,0,24,0.0,0.0,3.0,0.125,15.0,94.643,4.0,120.49,,,16.0,5.0,0,7.0,21.0,0,1.0,-1.968514715947979,1.0,0.24500000000000455,0.25886753378485944,11.0,-5.0,0,,,,-16,0.0,-0.125,831,1.0,8.0,0.125,1,0.75,13.125,-2.5,13.6,19.0,-1.5999999999999996,
22715,934,831,15,12,16.0,,W,20,0.0,0,,,,0,,,6,2015,British Grand Prix,2015-07-05,9,9,Sauber,nasr,1992-08-21,Brazilian,Gearbox,0,22.869267624914443,0,0,8,0.0,0.0,0.0,0.0,16.0,94.888,,,,,11.0,16.0,0,7.0,21.0,0,-1.0,1.968514715947979,-1.0,-0.24500000000000455,-0.25819914003878736,-11.0,5.0,0,,,,16,0.0,0.125,828,7.0,8.0,0.875,1,-0.75,10.625,2.5,12.0,,1.5999999999999996,
22709,934,832,5,55,8.0,,R,14,0.0,31,,,26,11,1:38.697,214.875,10,2015,British Grand Prix,2015-07-05,9,9,Toro Rosso,sainz,1994-09-01,Spanish,Electrical,1,20.840520191649556,0,0,7,0.0,0.0,1.0,0.14285714285714285,8.0,93.649,1.0,29.393,,,15.0,9.0,0,8.0,19.0,0,5.0,-3.0800821355236145,5.0,0.8530000000000086,0.9108479535286106,1.0,-1.0,0,,,,0,0.0,2.428571428571429,830,4.0,7.0,0.5714285714285714,1,-0.14285714285714285,12.285714285714286,0.42857142857142705,13.8,,0.0,
22711,934,830,5,33,13.0,,R,16,0.0,3,,,3,16,2:20.776,150.647,20,2015,British Grand Prix,2015-07-05,9,9,Toro Rosso,max_verstappen,1997-09-30,Dutch,Spun off,0,17.760438056125942,0,0,7,0.0,0.0,18.0,2.5714285714285716,13.0,94.50200000000001,,,,,14.0,10.0,0,8.0,19.0,0,-5.0,3.0800821355236145,-5.0,-0.8530000000000086,-0.9026263994412907,-1.0,1.0,0,,,,0,0.0,-2.428571428571429,832,3.0,7.0,0.42857142857142855,1,0.14285714285714285,12.714285714285714,-0.42857142857142705,13.8,,0.0,
22699,934,13,3,19,3.0,4,4,4,12.0,52,+36.839,5524568,26,3,1:37.466,217.589,1,2015,British Grand Prix,2015-07-05,9,9,Williams,massa,1981-04-25,Brazilian,Finished,1,34.19301848049281,0,1,26,0.0,0.0,25.0,0.9615384615384616,3.0,93.08500000000001,2.0,61.317,,,6.0,74.0,0,3.0,151.0,0,1.0,-8.342231348391511,1.0,-0.06499999999999773,-0.06982865123274182,3.0,-2.0,0,0.0,-0.5989999999999966,,0,0.0,-0.7692307692307693,822,11.0,26.0,0.4230769230769231,1,0.1538461538461538,7.285714285714286,-1.4285714285714288,8.0,21.0,-2.0,-19.0
22700,934,822,3,77,4.0,5,5,5,10.0,52,+63.194,5550923,32,5,1:37.513,217.484,1,2015,British Grand Prix,2015-07-05,9,9,Williams,bottas,1989-08-28,Finnish,Finished,0,25.8507871321013,0,1,26,0.0,0.0,5.0,0.19230769230769232,4.0,93.02000000000001,2.0,60.718,,,4.0,77.0,0,3.0,151.0,0,-1.0,8.342231348391511,-1.0,0.06499999999999773,0.06987744571059741,-3.0,2.0,0,0.0,0.5989999999999966,,0,0.0,0.7692307692307693,13,15.0,26.0,0.5769230769230769,1,-0.1538461538461538,5.857142857142857,1.4285714285714288,6.0,2.0,2.0,19.0
22716,936,20,6,5,3.0,1,1,1,25.0,69,1:46:09.985,6369985,63,5,1:26.772,181.759,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Ferrari,vettel,1987-07-03,German,Finished,1,28.06297056810404,1,1,28,1.0,0.03571428571428571,0.0,0.0,3.0,82.739,4.0,77.688,,,3.0,160.0,2,2.0,236.0,2,2.0,7.709787816563999,2.0,0.2809999999999917,0.33962218542645145,-84.0,2.0,-2,1.0,60.41600000000001,,0,-0.03571428571428571,0.9285714285714286,8,7.0,9.0,0.7777777777777778,1,-0.5555555555555556,3.2222222222222223,3.8888888888888884,3.4,7.0,5.0,-1.0
22733,936,8,6,7,5.0,,R,18,0.0,55,,,24,7,1:26.954,181.378,131,2015,Hungarian Grand Prix,2015-07-26,10,11,Ferrari,raikkonen,1979-10-17,Finnish,Power Unit,0,35.77275838466804,0,0,28,0.0,0.0,26.0,0.9285714285714286,5.0,83.02,5.0,138.104,,,5.0,76.0,0,2.0,236.0,2,-2.0,-7.709787816563999,-2.0,-0.2809999999999917,-0.3384726571910283,84.0,-2.0,2,-1.0,-60.41600000000001,,0,0.03571428571428571,-0.9285714285714286,20,2.0,9.0,0.2222222222222222,1,0.5555555555555556,7.111111111111111,-3.8888888888888884,8.4,6.0,-5.0,1.0
22734,936,815,10,11,13.0,,R,19,0.0,53,,,51,16,1:28.499,178.212,22,2015,Hungarian Grand Prix,2015-07-26,10,11,Force India,perez,1990-01-26,Mexican,Suspension,1,25.49486652977413,0,0,28,0.0,0.0,18.0,0.6428571428571429,13.0,84.444,5.0,116.19,,,13.0,15.0,0,5.0,39.0,0,-2.0,2.4394250513347018,-2.0,-0.6180000000000092,-0.7318459570839956,9.0,-4.0,0,-3.0,-71.395,,0,0.0,-0.6428571428571429,807,13.0,28.0,0.4642857142857143,1,0.0714285714285714,10.11111111111111,1.1111111111111107,9.8,19.0,-0.40000000000000036,1.0
22735,936,807,10,27,11.0,,R,20,0.0,41,,,38,13,1:28.074,179.072,33,2015,Hungarian Grand Prix,2015-07-26,10,11,Force India,hulkenberg,1987-08-19,German,Front wing,0,27.93429158110883,0,0,28,0.0,0.0,0.0,0.0,11.0,83.826,2.0,44.795,,,9.0,24.0,0,5.0,39.0,0,2.0,-2.4394250513347018,2.0,0.6180000000000092,0.7372414286736922,-9.0,4.0,0,3.0,71.395,,0,0.0,0.6428571428571429,815,15.0,28.0,0.5357142857142857,1,-0.0714285714285714,11.222222222222221,-1.1111111111111107,9.4,20.0,0.40000000000000036,-1.0
22722,936,154,208,8,10.0,7,7,7,6.0,69,+58.578,6428563,60,14,1:28.080,179.059,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Lotus F1,grosjean,1986-04-17,French,Finished,1,29.27310061601643,0,1,28,0.0,0.0,18.0,0.6428571428571429,10.0,83.805,5.0,109.662,,,10.0,23.0,0,6.0,35.0,0,4.0,1.106091718001366,4.0,0.0899999999999892,0.10739216037227992,-11.0,4.0,0,1.0,7.97999999999999,,0,0.0,-0.4285714285714286,813,18.0,28.0,0.6428571428571429,1,-0.28571428571428575,11.222222222222221,3.7777777777777786,12.4,21.0,1.799999999999999,-8.0
22729,936,813,208,13,14.0,14,14,14,0.0,69,+85.142,6455127,62,9,1:27.130,181.012,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Lotus F1,maldonado,1985-03-09,Venezuelan,Finished,0,30.379192334017795,0,1,28,0.0,0.0,6.0,0.21428571428571427,14.0,83.895,6.0,117.642,,,14.0,12.0,0,6.0,35.0,0,-4.0,-1.106091718001366,-4.0,-0.0899999999999892,-0.10727695333451243,11.0,-4.0,0,-1.0,-7.97999999999999,,0,0.0,0.4285714285714286,154,10.0,28.0,0.35714285714285715,1,0.28571428571428575,15.0,-3.7777777777777786,14.2,13.0,-1.799999999999999,8.0
22730,936,833,209,98,19.0,15,15,15,0.0,67,,,59,20,1:29.868,175.497,12,2015,Hungarian Grand Prix,2015-07-26,10,11,Manor Marussia,merhi,1991-03-22,Spanish,+2 Laps,1,24.344969199178646,0,0,7,0.0,0.0,6.0,0.8571428571428571,19.0,87.416,5.0,108.958,,,19.0,0.0,0,10.0,0.0,0,1.0,-0.268309377138948,1.0,0.5330000000000013,0.6097281962112214,0.0,1.0,0,0.0,-5.009,,1,0.0,1.0178571428571428,829,3.0,7.0,0.42857142857142855,1,0.14285714285714285,15.857142857142858,0.2857142857142847,15.6,,0.7999999999999989,
22731,936,829,209,28,20.0,16,16,16,0.0,65,,,56,19,1:29.543,176.134,14,2015,Hungarian Grand Prix,2015-07-26,10,11,Manor Marussia,stevens,1991-06-28,British,+4 Laps,0,24.076659822039698,0,0,8,0.0,0.0,15.0,1.875,20.0,87.949,5.0,103.949,,,20.0,0.0,0,10.0,0.0,0,-1.0,0.268309377138948,-1.0,-0.5330000000000013,-0.6060330418765436,0.0,-1.0,0,0.0,5.009,,-1,0.0,-1.0178571428571428,833,4.0,7.0,0.5714285714285714,1,-0.14285714285714285,16.142857142857142,-0.2857142857142847,16.4,,-0.7999999999999989,
22720,936,4,1,14,15.0,5,5,5,10.0,69,+49.079,6419064,67,10,1:27.311,180.637,1,2015,Hungarian Grand Prix,2015-07-26,10,11,McLaren,alonso,1981-07-29,Spanish,Finished,1,33.99041752224504,0,1,27,0.0,0.0,10.0,0.37037037037037035,15.0,84.563,5.0,100.704,,,15.0,11.0,0,9.0,17.0,0,1.0,1.5249828884325822,1.0,0.17600000000000193,0.20812885067937742,-5.0,2.0,0,-1.0,-23.59299999999999,,1,0.0,0.5582010582010583,18,3.0,8.0,0.375,1,0.25,16.25,-0.5833333333333339,17.8,2.0,-2.0,8.0
22724,936,18,1,22,16.0,9,9,9,2.0,69,+67.028,6437013,65,17,1:28.535,178.139,1,2015,Hungarian Grand Prix,2015-07-26,10,11,McLaren,button,1980-01-19,British,Finished,0,35.51540041067762,0,1,28,0.0,0.0,26.0,0.9285714285714286,16.0,84.739,4.0,77.111,,,17.0,6.0,0,9.0,17.0,0,-1.0,-1.5249828884325822,-1.0,-0.17600000000000193,-0.20769657418662235,5.0,-2.0,0,1.0,23.59299999999999,,-1,0.0,-0.5582010582010583,4,5.0,8.0,0.625,1,-0.25,15.666666666666666,0.5833333333333339,15.8,10.0,2.0,-8.0
22721,936,1,131,44,1.0,6,6,6,8.0,69,+52.025,6422010,68,3,1:25.727,183.974,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Mercedes,hamilton,1985-01-07,British,Finished,1,30.546201232032853,0,1,28,16.0,0.5714285714285714,5.0,0.17857142857142858,1.0,82.02,6.0,127.687,,,1.0,202.0,5,1.0,383.0,8,1.0,-0.46817248459958805,1.0,0.5750000000000028,0.7010485247500644,-21.0,1.0,-2,-1.0,-24.915999999999997,,0,-0.2857142857142857,0.14285714285714288,3,18.0,28.0,0.6428571428571429,1,-0.28571428571428575,1.5555555555555556,0.33333333333333326,1.8,3.0,-0.40000000000000013,1.0
22723,936,3,131,6,2.0,8,8,8,4.0,69,+58.876,6428861,68,2,1:25.149,185.223,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Mercedes,rosberg,1985-06-27,German,Finished,0,30.078028747433265,0,1,28,8.0,0.2857142857142857,9.0,0.32142857142857145,2.0,82.595,5.0,102.771,,,2.0,181.0,3,1.0,383.0,8,-1.0,0.46817248459958805,-1.0,-0.5750000000000028,-0.6961680489133759,21.0,-1.0,2,1.0,24.915999999999997,,0,0.2857142857142857,-0.14285714285714288,1,10.0,28.0,0.35714285714285715,1,0.28571428571428575,1.8888888888888888,-0.33333333333333326,1.4,4.0,0.40000000000000013,-1.0
22717,936,826,9,26,7.0,2,2,2,18.0,69,+15.748,6385733,57,4,1:26.519,182.29,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Red Bull,kvyat,1994-04-26,Russian,Finished,1,21.248459958932237,0,1,28,0.0,0.0,20.0,0.7142857142857143,7.0,83.332,5.0,99.611,,,8.0,45.0,0,4.0,96.0,0,-3.0,4.8186173853525,-3.0,-0.5579999999999927,-0.6696107137714117,6.0,-1.0,0,0.0,12.286000000000001,,0,0.10714285714285714,-0.6071428571428572,817,4.0,9.0,0.4444444444444444,1,0.11111111111111116,10.444444444444445,-1.4444444444444446,8.2,14.0,1.8000000000000007,-13.0
22718,936,817,9,3,4.0,3,3,3,15.0,69,+25.084,6395069,68,1,1:24.821,185.939,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Red Bull,ricciardo,1989-07-01,Australian,Finished,0,26.067077344284737,0,1,28,3.0,0.10714285714285714,3.0,0.10714285714285714,4.0,82.774,5.0,111.897,,,7.0,51.0,0,4.0,96.0,0,3.0,-4.8186173853525,3.0,0.5579999999999927,0.6741247251552331,-6.0,1.0,0,0.0,-12.286000000000001,,0,-0.10714285714285714,0.6071428571428572,826,5.0,9.0,0.5555555555555556,1,-0.11111111111111116,9.0,1.4444444444444446,10.0,1.0,-1.8000000000000007,13.0
22725,936,828,15,9,17.0,10,10,10,1.0,69,+69.130,6439115,60,12,1:28.004,179.214,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Sauber,ericsson,1990-09-02,Swedish,Finished,1,24.895277207392198,0,1,25,0.0,0.0,4.0,0.16,17.0,84.843,5.0,104.0,,,18.0,6.0,0,8.0,22.0,0,1.0,-1.9685147159479826,1.0,0.15399999999999636,0.18151173343705002,10.0,-6.0,0,0.0,0.21399999999999864,,-16,0.0,0.06222222222222221,831,2.0,9.0,0.2222222222222222,1,0.5555555555555556,12.88888888888889,-1.2222222222222232,13.0,22.0,0.5999999999999996,
22726,936,831,15,12,18.0,11,11,11,0.0,69,+73.458,6443443,51,15,1:28.268,178.678,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Sauber,nasr,1992-08-21,Brazilian,Finished,0,22.926762491444215,0,1,9,0.0,0.0,2.0,0.2222222222222222,18.0,84.997,5.0,104.214,,,12.0,16.0,0,8.0,22.0,0,-1.0,1.9685147159479826,-1.0,-0.15399999999999636,-0.18118286527759375,-10.0,6.0,0,0.0,-0.21399999999999864,,16,0.0,-0.06222222222222221,828,7.0,9.0,0.7777777777777778,1,-0.5555555555555556,11.666666666666666,1.2222222222222232,13.6,,-0.5999999999999996,
22719,936,830,5,33,9.0,4,4,4,12.0,69,+44.251,6414236,62,11,1:27.650,179.938,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Toro Rosso,max_verstappen,1997-09-30,Dutch,Finished,1,17.817932922655714,0,1,8,0.0,0.0,0.0,0.0,9.0,83.679,5.0,101.91,,,11.0,22.0,0,7.0,31.0,0,3.0,3.0800821355236145,3.0,0.18999999999999773,0.22705816274094784,-13.0,5.0,0,-1.0,-20.438000000000002,,0,0.0,2.375,832,3.0,8.0,0.375,1,0.25,13.125,-0.625,13.6,,0.40000000000000036,
22732,936,832,5,55,12.0,,R,17,0.0,60,,,38,18,1:28.611,177.986,10,2015,Hungarian Grand Prix,2015-07-26,10,11,Toro Rosso,sainz,1994-09-01,Spanish,Electrical,0,20.89801505817933,0,0,8,0.0,0.0,19.0,2.375,12.0,83.869,4.0,81.472,,,16.0,9.0,0,7.0,31.0,0,-3.0,-3.0800821355236145,-3.0,-0.18999999999999773,-0.22654377660398686,13.0,-5.0,0,1.0,20.438000000000002,,0,0.0,-2.375,830,5.0,8.0,0.625,1,-0.25,12.5,0.625,14.0,,-0.40000000000000036,
22727,936,13,3,19,8.0,12,12,12,0.0,69,+74.278,6444263,59,6,1:26.864,181.566,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Williams,massa,1981-04-25,Brazilian,Finished,1,34.25051334702259,0,1,27,0.0,0.0,26.0,0.9629629629629629,8.0,83.537,5.0,104.994,,,6.0,74.0,0,3.0,151.0,0,-2.0,-8.342231348391515,-2.0,-0.3149999999999977,-0.3770784203406846,3.0,-2.0,0,0.0,3.8619999999999948,,0,0.0,0.0,822,12.0,27.0,0.4444444444444444,1,0.11111111111111116,6.875,-1.125,6.8,5.0,-0.5999999999999996,3.0
22728,936,822,3,77,6.0,13,13,13,0.0,69,+80.228,6450213,51,8,1:27.058,181.161,1,2015,Hungarian Grand Prix,2015-07-26,10,11,Williams,bottas,1989-08-28,Finnish,Finished,0,25.908281998631075,0,1,27,0.0,0.0,26.0,0.9629629629629629,6.0,83.22200000000001,5.0,108.856,,,4.0,77.0,0,3.0,151.0,0,2.0,8.342231348391515,2.0,0.3149999999999977,0.37850568359327785,-3.0,2.0,0,0.0,-3.8619999999999948,,0,0.0,0.0,13,15.0,27.0,0.5555555555555556,1,-0.11111111111111116,5.75,1.125,6.2,8.0,0.5999999999999996,-3.0
22742,937,8,6,7,16.0,7,7,7,6.0,43,+55.703,5076090,30,9,1:54.517,220.18,1,2015,Belgian Grand Prix,2015-08-23,11,13,Ferrari,raikkonen,1979-10-17,Finnish,Finished,1,35.84941820670773,0,1,29,0.0,0.0,26.0,0.896551724137931,14.0,109.288,2.0,45.721,,,4.0,82.0,0,2.0,242.0,2,-8.0,-7.7097878165639955,-5.0,-0.527000000000001,-0.48221213673962465,78.0,-1.0,2,-1.0,-23.039999999999996,,0,0.06896551724137931,-0.5172413793103449,20,2.0,10.0,0.2,1,0.6000000000000001,8.2,-5.199999999999999,11.0,4.0,-8.0,1.0
22747,937,20,6,5,8.0,12,12,12,0.0,42,,,29,14,1:55.316,218.654,27,2015,Belgian Grand Prix,2015-08-23,11,13,Ferrari,vettel,1987-07-03,German,Tyre,0,28.139630390143736,0,0,29,2.0,0.06896551724137931,11.0,0.3793103448275862,9.0,108.761,1.0,22.681,,,3.0,160.0,2,2.0,242.0,2,8.0,7.7097878165639955,5.0,0.527000000000001,0.484548689327977,-78.0,1.0,-2,1.0,23.039999999999996,,0,-0.06896551724137931,0.5172413793103449,8,8.0,10.0,0.8,1,-0.6000000000000001,3.0,5.199999999999999,3.0,5.0,8.0,-1.0
22740,937,815,10,11,4.0,5,5,5,10.0,43,+53.997,5074384,29,13,1:54.796,219.645,1,2015,Belgian Grand Prix,2015-08-23,11,13,Force India,perez,1990-01-26,Mexican,Finished,1,25.571526351813826,0,1,29,0.0,0.0,18.0,0.6206896551724138,5.0,108.59899999999999,2.0,46.48,,,11.0,25.0,0,6.0,49.0,0,7.0,2.4394250513347018,6.0,0.5220000000000198,0.48066740946051056,-1.0,1.0,0,,,,0,0.0,-0.3793103448275862,807,14.0,29.0,0.4827586206896552,1,0.03448275862068967,11.0,1.0999999999999996,11.0,8.0,-0.5999999999999996,2.0
22755,937,807,10,27,11.0,,W,20,0.0,0,,,,0,,,75,2015,Belgian Grand Prix,2015-08-23,11,13,Force India,hulkenberg,1987-08-19,German,Power loss,0,28.01095140314853,0,0,29,0.0,0.0,7.0,0.2413793103448276,11.0,109.12100000000001,,,,,12.0,24.0,0,6.0,49.0,0,-7.0,-2.4394250513347018,-6.0,-0.5220000000000198,-0.4783680501461861,1.0,-1.0,0,,,,0,0.0,0.3793103448275862,815,15.0,29.0,0.5172413793103449,1,-0.03448275862068967,12.1,-1.0999999999999996,10.4,10.0,0.5999999999999996,-2.0
22738,937,154,208,8,9.0,3,3,3,15.0,43,+37.988,5058375,37,12,1:54.779,219.677,1,2015,Belgian Grand Prix,2015-08-23,11,13,Lotus F1,grosjean,1986-04-17,French,Finished,1,29.349760438056126,0,1,29,0.0,0.0,6.0,0.20689655172413793,4.0,108.561,2.0,47.21,,,9.0,38.0,0,5.0,50.0,0,-2.0,1.1060917180013696,4.0,0.19299999999998363,0.17778023415405497,-26.0,5.0,0,,,,0,0.0,-0.20689655172413793,813,19.0,29.0,0.6551724137931034,1,-0.31034482758620685,10.8,4.1,12.2,20.0,1.0,1.0
22754,937,813,208,13,7.0,,R,19,0.0,2,,,,0,,,5,2015,Belgian Grand Prix,2015-08-23,11,13,Lotus F1,maldonado,1985-03-09,Venezuelan,Engine,0,30.455852156057496,0,0,29,0.0,0.0,0.0,0.0,8.0,108.75399999999999,,,,,14.0,12.0,0,5.0,50.0,0,2.0,-1.1060917180013696,-4.0,-0.19299999999998363,-0.17746473692920134,26.0,-5.0,0,,,,0,0.0,0.20689655172413793,154,10.0,29.0,0.3448275862068966,1,0.31034482758620685,14.9,-4.1,13.2,21.0,-1.0,-1.0
22750,937,833,209,98,17.0,15,15,15,0.0,42,,,32,18,1:58.174,213.366,11,2015,Belgian Grand Prix,2015-08-23,11,13,Manor Marussia,merhi,1991-03-22,Spanish,+1 Lap,1,24.421629021218344,0,0,8,0.0,0.0,0.0,0.0,20.0,113.09899999999999,2.0,46.925,,,19.0,0.0,0,10.0,0.0,0,-2.0,-0.2683093771389444,-1.0,-0.15099999999998204,-0.1335113484646036,0.0,1.0,0,0.0,1.3510000000000062,,1,0.0,1.6666666666666667,829,4.0,8.0,0.5,1,0.0,15.75,0.375,15.0,,1.1999999999999993,
22751,937,829,209,28,15.0,16,16,16,0.0,42,,,33,17,1:58.150,213.41,11,2015,Belgian Grand Prix,2015-08-23,11,13,Manor Marussia,stevens,1991-06-28,British,+1 Lap,0,24.1533196440794,0,0,9,0.0,0.0,15.0,1.6666666666666667,19.0,112.94800000000001,2.0,48.276,,,20.0,0.0,0,10.0,0.0,0,2.0,0.2683093771389444,1.0,0.15099999999998204,0.13368983957217662,0.0,-1.0,0,0.0,-1.3510000000000062,,-1,0.0,-1.6666666666666667,833,4.0,8.0,0.5,1,0.0,16.125,-0.375,16.2,,-1.1999999999999993,
